Origin,Destination,Approved
INCOZ - YPAD,INCOZ - YBMK,False
INCOZ - YPPH,INCOZ - YBMK,False
INCOZ - YSCB,INCOZ - YBMK,False
INCOZ - YSSY,INCOZ - YBMK,False
INCOZ - NFFN,INCOZ - YBRK,False
INCOZ - NZAA,INCOZ - YBRK,False
INCOZ - NZCH,INCOZ - YBRK,False
INCOZ - NZGS,INCOZ - YBRK,False
INCOZ - NZMF,INCOZ - YBRK,False
INCOZ - NZMJ,INCOZ - YBRK,False
INCOZ - NZNS,INCOZ - YBRK,False
INCOZ - NZNV,INCOZ - YBRK,False
INCOZ - NZQE,INCOZ - YBRK,False
INCOZ - NZQN,INCOZ - YBRK,False
INCOZ - NZRO,INCOZ - YBRK,False
INCOZ - NZTL,INCOZ - YBRK,False
INCOZ - NZWN,INCOZ - YBRK,False
INCOZ - NZWR,INCOZ - YBRK,False
INCOZ - NZWS,INCOZ - YBRK,False
INCOZ - RJAA,INCOZ - YBRK,False
INCOZ - RJCC,INCOZ - YBRK,False
INCOZ - RJOA,INCOZ - YBRK,False
INCOZ - RJOO,INCOZ - YBRK,False
INCOZ - RKPK,INCOZ - YBRK,False
INCOZ - RKSI,INCOZ - YBRK,False
INCOZ - VHHH,INCOZ - YBRK,False
INCOZ - VHHX,INCOZ - YBRK,False
INCOZ - VNKT,INCOZ - YBRK,False
INCOZ - WADD,INCOZ - YBRK,False
INCOZ - WSSS,INCOZ - YBRK,False
INCOZ - YBBN,INCOZ - YBRK,False
INCOZ - YBCG,INCOZ - YBRK,False
INCOZ - YBHM,INCOZ - YBRK,False
INCOZ - YBMK,INCOZ - YBRK,False
INCOZ - YBRK,INCOZ - YBRK,False
INCOZ - YBSU,INCOZ - YBRK,False
INCOZ - YMHB,INCOZ - YBRK,False
INCOZ - YMLT,INCOZ - YBRK,False
INCOZ - YMML,INCOZ - YBRK,False
INCOZ - YPAD,INCOZ - YBRK,False
INCOZ - YPPH,INCOZ - YBRK,False
INCOZ - YSCB,INCOZ - YBRK,False
INCOZ - YSSY,INCOZ - YBRK,False
INCOZ - NFFN,INCOZ - YBSU,False
INCOZ - NZAA,INCOZ - YBSU,False
INCOZ - NZCH,INCOZ - YBSU,False
INCOZ - NZGS,INCOZ - YBSU,False
INCOZ - NZMF,INCOZ - YBSU,False
INCOZ - NZMJ,INCOZ - YBSU,False
INCOZ - NZNS,INCOZ - YBSU,False
INCOZ - NZNV,INCOZ - YBSU,False
INCOZ - NZQE,INCOZ - YBSU,False
INCOZ - NZQN,INCOZ - YBSU,False
INCOZ - NZRO,INCOZ - YBSU,False
INCOZ - NZTL,INCOZ - YBSU,False
INCOZ - NZWN,INCOZ - YBSU,False
INCOZ - NZWR,INCOZ - YBSU,False
INCOZ - NZWS,INCOZ - YBSU,False
INCOZ - RJAA,INCOZ - YBSU,False
INCOZ - RJCC,INCOZ - YBSU,False
INCOZ - RJOA,INCOZ - YBSU,False
INCOZ - RJOO,INCOZ - YBSU,False
INCOZ - RKPK,INCOZ - YBSU,False
INCOZ - RKSI,INCOZ - YBSU,False
INCOZ - VHHH,INCOZ - YBSU,False
INCOZ - VHHX,INCOZ - YBSU,False
INCOZ - VNKT,INCOZ - YBSU,False
INCOZ - WADD,INCOZ - YBSU,False
INCOZ - WSSS,INCOZ - YBSU,False
INCOZ - YBBN,INCOZ - YBSU,False
INCOZ - YBCG,INCOZ - YBSU,False
INCOZ - YBHM,INCOZ - YBSU,False
INCOZ - YBMK,INCOZ - YBSU,False
INCOZ - YBRK,INCOZ - YBSU,False
INCOZ - YBSU,INCOZ - YBSU,False
INCOZ - YMHB,INCOZ - YBSU,False
INCOZ - YMLT,INCOZ - YBSU,False
INCOZ - YMML,INCOZ - YBSU,False
INCOZ - YPAD,INCOZ - YBSU,False
INCOZ - YPPH,INCOZ - YBSU,False
INCOZ - YSCB,INCOZ - YBSU,False
INCOZ - YSSY,INCOZ - YBSU,False
INCOZ - NFFN,INCOZ - YMHB,False
INCOZ - NZAA,INCOZ - YMHB,False
INCOZ - NZCH,INCOZ - YMHB,False
INCOZ - NZGS,INCOZ - YMHB,False
INCOZ - NZMF,INCOZ - YMHB,False
INCOZ - NZMJ,INCOZ - YMHB,False
INCOZ - NZNS,INCOZ - YMHB,False
INCOZ - NZNV,INCOZ - YMHB,False
INCOZ - NZQE,INCOZ - YMHB,False
INCOZ - NZQN,INCOZ - YMHB,False
INCOZ - NZRO,INCOZ - YMHB,False
INCOZ - NZTL,INCOZ - YMHB,False
INCOZ - NZWN,INCOZ - YMHB,False
INCOZ - NZWR,INCOZ - YMHB,False
INCOZ - NZWS,INCOZ - YMHB,False
INCOZ - RJAA,INCOZ - YMHB,False
INCOZ - RJCC,INCOZ - YMHB,False
INCOZ - RJOA,INCOZ - YMHB,False
INCOZ - RJOO,INCOZ - YMHB,False
INCOZ - RKPK,INCOZ - YMHB,False
INCOZ - RKSI,INCOZ - YMHB,False
INCOZ - VHHH,INCOZ - YMHB,False
INCOZ - VHHX,INCOZ - YMHB,False
INCOZ - VNKT,INCOZ - YMHB,False
INCOZ - WADD,INCOZ - YMHB,False
INCOZ - WSSS,INCOZ - YMHB,False
INCOZ - YBBN,INCOZ - YMHB,False
INCOZ - YBCG,INCOZ - YMHB,False
INCOZ - YBHM,INCOZ - YMHB,False
INCOZ - YBMK,INCOZ - YMHB,False
INCOZ - YBRK,INCOZ - YMHB,False
INCOZ - YBSU,INCOZ - YMHB,False
INCOZ - YMHB,INCOZ - YMHB,False
INCOZ - YMLT,INCOZ - YMHB,False
INCOZ - YMML,INCOZ - YMHB,False
INCOZ - YPAD,INCOZ - YMHB,False
INCOZ - YPPH,INCOZ - YMHB,False
INCOZ - YSCB,INCOZ - YMHB,False
INCOZ - YSSY,INCOZ - YMHB,False
INCOZ - NFFN,INCOZ - YMLT,False
INCOZ - NZAA,INCOZ - YMLT,False
INCOZ - NZCH,INCOZ - YMLT,False
INCOZ - NZGS,INCOZ - YMLT,False
INCOZ - NZMF,INCOZ - YMLT,False
INCOZ - NZMJ,INCOZ - YMLT,False
INCOZ - NZNS,INCOZ - YMLT,False
INCOZ - NZNV,INCOZ - YMLT,False
INCOZ - NZQE,INCOZ - YMLT,False
INCOZ - NZQN,INCOZ - YMLT,False
INCOZ - NZRO,INCOZ - YMLT,False
INCOZ - NZTL,INCOZ - YMLT,False
INCOZ - NZWN,INCOZ - YMLT,False
INCOZ - NZWR,INCOZ - YMLT,False
INCOZ - NZWS,INCOZ - YMLT,False
INCOZ - RJAA,INCOZ - YMLT,False
INCOZ - RJCC,INCOZ - YMLT,False
INCOZ - RJOA,INCOZ - YMLT,False
INCOZ - RJOO,INCOZ - YMLT,False
INCOZ - RKPK,INCOZ - YMLT,False
INCOZ - RKSI,INCOZ - YMLT,False
INCOZ - VHHH,INCOZ - YMLT,False
INCOZ - VHHX,INCOZ - YMLT,False
INCOZ - VNKT,INCOZ - YMLT,False
INCOZ - WADD,INCOZ - YMLT,False
INCOZ - WSSS,INCOZ - YMLT,False
INCOZ - YBBN,INCOZ - YMLT,False
INCOZ - YBCG,INCOZ - YMLT,False
INCOZ - YBHM,INCOZ - YMLT,False
INCOZ - YBMK,INCOZ - YMLT,False
INCOZ - YBRK,INCOZ - YMLT,False
INCOZ - YBSU,INCOZ - YMLT,False
INCOZ - YMHB,INCOZ - YMLT,False
INCOZ - YMLT,INCOZ - YMLT,False
INCOZ - YMML,INCOZ - YMLT,False
INCOZ - YPAD,INCOZ - YMLT,False
INCOZ - YPPH,INCOZ - YMLT,False
INCOZ - YSCB,INCOZ - YMLT,False
INCOZ - YSSY,INCOZ - YMLT,False
INCOZ - NFFN,INCOZ - YMML,False
INCOZ - NZAA,INCOZ - YMML,False
INCOZ - NZCH,INCOZ - YMML,False
INCOZ - NZGS,INCOZ - YMML,False
INCOZ - NZMF,INCOZ - YMML,False
INCOZ - NZMJ,INCOZ - YMML,False
INCOZ - NZNS,INCOZ - YMML,False
INCOZ - NZNV,INCOZ - YMML,False
INCOZ - NZQE,INCOZ - YMML,False
INCOZ - NZQN,INCOZ - YMML,False
INCOZ - NZRO,INCOZ - YMML,False
INCOZ - NZTL,INCOZ - YMML,False
INCOZ - NZWN,INCOZ - YMML,False
INCOZ - NZWR,INCOZ - YMML,False
INCOZ - NZWS,INCOZ - YMML,False
INCOZ - RJAA,INCOZ - YMML,False
INCOZ - RJCC,INCOZ - YMML,False
INCOZ - RJOA,INCOZ - YMML,False
INCOZ - RJOO,INCOZ - YMML,False
INCOZ - RKPK,INCOZ - YMML,False
INCOZ - RKSI,INCOZ - YMML,False
INCOZ - VHHH,INCOZ - YMML,False
INCOZ - VHHX,INCOZ - YMML,False
INCOZ - VNKT,INCOZ - YMML,False
INCOZ - WADD,INCOZ - YMML,False
INCOZ - WSSS,INCOZ - YMML,False
INCOZ - YBBN,INCOZ - YMML,False
INCOZ - YBCG,INCOZ - YMML,False
INCOZ - YBHM,INCOZ - YMML,False
INCOZ - YBMK,INCOZ - YMML,False
INCOZ - YBRK,INCOZ - YMML,False
INCOZ - YBSU,INCOZ - YMML,False
INCOZ - YMHB,INCOZ - YMML,False
INCOZ - YMLT,INCOZ - YMML,False
INCOZ - YMML,INCOZ - YMML,False
INCOZ - YPAD,INCOZ - YMML,False
INCOZ - YPPH,INCOZ - YMML,False
INCOZ - YSCB,INCOZ - YMML,False
INCOZ - YSSY,INCOZ - YMML,False
INCOZ - NFFN,INCOZ - YPAD,False
INCOZ - NZAA,INCOZ - YPAD,False
INCOZ - NZCH,INCOZ - YPAD,False
INCOZ - NZGS,INCOZ - YPAD,False
INCOZ - NZMF,INCOZ - YPAD,False
INCOZ - NZMJ,INCOZ - YPAD,False
INCOZ - NZNS,INCOZ - YPAD,False
INCOZ - NZNV,INCOZ - YPAD,False
INCOZ - NZQE,INCOZ - YPAD,False
INCOZ - NZQN,INCOZ - YPAD,False
INCOZ - NZRO,INCOZ - YPAD,False
INCOZ - NZTL,INCOZ - YPAD,False
INCOZ - NZWN,INCOZ - YPAD,False
INCOZ - NZWR,INCOZ - YPAD,False
INCOZ - NZWS,INCOZ - YPAD,False
INCOZ - RJAA,INCOZ - YPAD,False
INCOZ - RJCC,INCOZ - YPAD,False
INCOZ - RJOA,INCOZ - YPAD,False
INCOZ - RJOO,INCOZ - YPAD,False
INCOZ - RKPK,INCOZ - YPAD,False
INCOZ - RKSI,INCOZ - YPAD,False
INCOZ - VHHH,INCOZ - YPAD,False
INCOZ - VHHX,INCOZ - YPAD,False
INCOZ - VNKT,INCOZ - YPAD,False
INCOZ - WADD,INCOZ - YPAD,False
INCOZ - WSSS,INCOZ - YPAD,False
INCOZ - YBBN,INCOZ - YPAD,False
INCOZ - YBCG,INCOZ - YPAD,False
INCOZ - YBHM,INCOZ - YPAD,False
INCOZ - YBMK,INCOZ - YPAD,False
INCOZ - YBRK,INCOZ - YPAD,False
INCOZ - YBSU,INCOZ - YPAD,False
INCOZ - YMHB,INCOZ - YPAD,False
INCOZ - YMLT,INCOZ - YPAD,False
INCOZ - YMML,INCOZ - YPAD,False
INCOZ - YPAD,INCOZ - YPAD,False
INCOZ - YPPH,INCOZ - YPAD,False
INCOZ - YSCB,INCOZ - YPAD,False
INCOZ - YSSY,INCOZ - YPAD,False
INCOZ - NFFN,INCOZ - YPPH,False
INCOZ - NZAA,INCOZ - YPPH,False
INCOZ - NZCH,INCOZ - YPPH,False
INCOZ - NZGS,INCOZ - YPPH,False
INCOZ - NZMF,INCOZ - YPPH,False
INCOZ - NZMJ,INCOZ - YPPH,False
INCOZ - NZNS,INCOZ - YPPH,False
INCOZ - NZNV,INCOZ - YPPH,False
INCOZ - NZQE,INCOZ - YPPH,False
INCOZ - NZQN,INCOZ - YPPH,False
INCOZ - NZRO,INCOZ - YPPH,False
INCOZ - NZTL,INCOZ - YPPH,False
INCOZ - NZWN,INCOZ - YPPH,False
INCOZ - NZWR,INCOZ - YPPH,False
INCOZ - NZWS,INCOZ - YPPH,False
INCOZ - RJAA,INCOZ - YPPH,False
INCOZ - RJCC,INCOZ - YPPH,False
INCOZ - RJOA,INCOZ - YPPH,False
INCOZ - RJOO,INCOZ - YPPH,False
INCOZ - RKPK,INCOZ - YPPH,False
INCOZ - RKSI,INCOZ - YPPH,False
INCOZ - VHHH,INCOZ - YPPH,False
INCOZ - VHHX,INCOZ - YPPH,False
INCOZ - VNKT,INCOZ - YPPH,False
INCOZ - WADD,INCOZ - YPPH,False
INCOZ - WSSS,INCOZ - YPPH,False
INCOZ - YBBN,INCOZ - YPPH,False
INCOZ - YBCG,INCOZ - YPPH,False
INCOZ - YBHM,INCOZ - YPPH,False
INCOZ - YBMK,INCOZ - YPPH,False
INCOZ - YBRK,INCOZ - YPPH,False
INCOZ - YBSU,INCOZ - YPPH,False
INCOZ - YMHB,INCOZ - YPPH,False
INCOZ - YMLT,INCOZ - YPPH,False
INCOZ - YMML,INCOZ - YPPH,False
INCOZ - YPAD,INCOZ - YPPH,False
INCOZ - YPPH,INCOZ - YPPH,False
INCOZ - YSCB,INCOZ - YPPH,False
INCOZ - YSSY,INCOZ - YPPH,False
INCOZ - NFFN,INCOZ - YSCB,False
INCOZ - NZAA,INCOZ - YSCB,False
INCOZ - NZCH,INCOZ - YSCB,False
INCOZ - NZGS,INCOZ - YSCB,False
INCOZ - NZMF,INCOZ - YSCB,False
INCOZ - NZMJ,INCOZ - YSCB,False
INCOZ - NZNS,INCOZ - YSCB,False
INCOZ - NZNV,INCOZ - YSCB,False
INCOZ - NZQE,INCOZ - YSCB,False
INCOZ - NZQN,INCOZ - YSCB,False
INCOZ - NZRO,INCOZ - YSCB,False
INCOZ - NZTL,INCOZ - YSCB,False
INCOZ - NZWN,INCOZ - YSCB,False
INCOZ - NZWR,INCOZ - YSCB,False
INCOZ - NZWS,INCOZ - YSCB,False
INCOZ - RJAA,INCOZ - YSCB,False
INCOZ - RJCC,INCOZ - YSCB,False
INCOZ - RJOA,INCOZ - YSCB,False
INCOZ - RJOO,INCOZ - YSCB,False
INCOZ - RKPK,INCOZ - YSCB,False
INCOZ - RKSI,INCOZ - YSCB,False
INCOZ - VHHH,INCOZ - YSCB,False
INCOZ - VHHX,INCOZ - YSCB,False
INCOZ - VNKT,INCOZ - YSCB,False
INCOZ - WADD,INCOZ - YSCB,False
INCOZ - WSSS,INCOZ - YSCB,False
INCOZ - YBBN,INCOZ - YSCB,False
INCOZ - YBCG,INCOZ - YSCB,False
INCOZ - YBHM,INCOZ - YSCB,False
INCOZ - YBMK,INCOZ - YSCB,False
INCOZ - YBRK,INCOZ - YSCB,False
INCOZ - YBSU,INCOZ - YSCB,False
INCOZ - YMHB,INCOZ - YSCB,False
INCOZ - YMLT,INCOZ - YSCB,False
INCOZ - YMML,INCOZ - YSCB,False
INCOZ - YPAD,INCOZ - YSCB,False
INCOZ - YPPH,INCOZ - YSCB,False
INCOZ - YSCB,INCOZ - YSCB,False
INCOZ - YSSY,INCOZ - YSCB,False
INCOZ - NFFN,INCOZ - YSSY,False
INCOZ - NZAA,INCOZ - YSSY,False
INCOZ - NZCH,INCOZ - YSSY,False
INCOZ - NZGS,INCOZ - YSSY,False
INCOZ - NZMF,INCOZ - YSSY,False
INCOZ - NZMJ,INCOZ - YSSY,False
INCOZ - NZNS,INCOZ - YSSY,False
INCOZ - NZNV,INCOZ - YSSY,False
INCOZ - NZQE,INCOZ - YSSY,False
INCOZ - NZQN,INCOZ - YSSY,False
INCOZ - NZRO,INCOZ - YSSY,False
INCOZ - NZTL,INCOZ - YSSY,False
INCOZ - NZWN,INCOZ - YSSY,False
INCOZ - NZWR,INCOZ - YSSY,False
INCOZ - NZWS,INCOZ - YSSY,False
INCOZ - RJAA,INCOZ - YSSY,False
INCOZ - RJCC,INCOZ - YSSY,False
INCOZ - RJOA,INCOZ - YSSY,False
INCOZ - RJOO,INCOZ - YSSY,False
INCOZ - RKPK,INCOZ - YSSY,False
INCOZ - RKSI,INCOZ - YSSY,False
INCOZ - VHHH,INCOZ - YSSY,False
INCOZ - VHHX,INCOZ - YSSY,False
INCOZ - VNKT,INCOZ - YSSY,False
INCOZ - WADD,INCOZ - YSSY,False
INCOZ - WSSS,INCOZ - YSSY,False
INCOZ - YBBN,INCOZ - YSSY,False
INCOZ - YBCG,INCOZ - YSSY,False
INCOZ - YBHM,INCOZ - YSSY,False
INCOZ - YBMK,INCOZ - YSSY,False
INCOZ - YBRK,INCOZ - YSSY,False
INCOZ - YBSU,INCOZ - YSSY,False
INCOZ - YMHB,INCOZ - YSSY,False
INCOZ - YMLT,INCOZ - YSSY,False
INCOZ - YMML,INCOZ - YSSY,False
INCOZ - YPAD,INCOZ - YSSY,False
INCOZ - YPPH,INCOZ - YSSY,False
INCOZ - YSCB,INCOZ - YSSY,False
INCOZ - YSSY,INCOZ - YSSY,False
